0.001, 0.001, 0.005, 0.011, 0.014, 0.022, 0.038, 0.057, 0.09, 0.134, 0.213, 0.259, 0.578, 0.638, 0.717, 0.727, 0.789, 0.793, 0.788, 0.809, 0.81, 0.819, 0.812, 0.83, 0.841
0.026, 0.036, 0.058, 0.082, 0.143, 0.228, 0.321, 0.435, 0.53, 0.652, 0.799, 0.893, 0.993, 1, 1, 1, 1, 1, 1, 0.999, 1, 0.999, 0.999, 1, 1
0.097, 0.135, 0.222, 0.29, 0.418, 0.519, 0.655, 0.76, 0.847, 0.908, 0.948, 0.997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.275, 0.393, 0.47, 0.601, 0.687, 0.806, 0.867, 0.915, 0.954, 0.975, 0.995, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.502, 0.658, 0.695, 0.833, 0.868, 0.932, 0.972, 0.986, 0.988, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.725, 0.842, 0.886, 0.934, 0.97, 0.983, 0.991, 0.998, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.9, 0.931, 0.966, 0.984, 0.994, 0.997, 0.997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.998
0.968, 0.983, 0.994, 0.997, 0.999, 0.999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999, 0.999, 0.992
0.99, 0.994, 1, 0.999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999, 1, 1, 0.995, 0.979
1, 0.999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.998, 0.996, 0.984, 0.976, 0.963
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999, 0.998, 0.982, 0.978, 0.948, 0.911
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.995, 0.999, 0.979, 0.949, 0.924, 0.879, 0.821
