0.002, 0, 0.002, 0.0005, 0.0025, 0.003, 0.0065, 0.0095, 0.014, 0.019, 0.022, 0.025, 0.035, 0.0515, 0.0575, 0.077, 0.0935, 0.109, 0.1415, 0.1595, 0.187, 0.2105, 0.2515, 0.303, 0.4105, 0.62, 0.6395, 0.6785, 0.703, 0.7185, 0.726, 0.7495, 0.764, 0.766, 0.7715, 0.7975, 0.787, 0.793, 0.8055, 0.813, 0.8055, 0.8095, 0.7945, 0.807, 0.828, 0.8105, 0.819, 0.827, 0.8195, 0.838
0.0045, 0.011, 0.012, 0.0135, 0.0225, 0.028, 0.041, 0.0525, 0.0665, 0.0825, 0.102, 0.125, 0.158, 0.1805, 0.195, 0.261, 0.3, 0.3655, 0.397, 0.44, 0.5095, 0.566, 0.622, 0.7155, 0.9025, 0.9665, 0.98, 0.982, 0.991, 0.9895, 0.994, 0.993, 0.9935, 0.9965, 0.9955, 0.9955, 0.993, 0.994, 0.9915, 0.995, 0.994, 0.9935, 0.9945, 0.9935, 0.996, 0.9925, 0.9945, 0.9915, 0.995, 0.9965
0.0185, 0.038, 0.04, 0.055, 0.059, 0.0745, 0.095, 0.122, 0.141, 0.1835, 0.2235, 0.268, 0.313, 0.355, 0.408, 0.4635, 0.512, 0.5985, 0.6395, 0.7085, 0.737, 0.801, 0.857, 0.9245, 0.988, 0.9975, 0.998, 0.9995, 0.9995, 0.9995, 1, 1, 0.9995, 0.9995, 1, 1, 1, 0.9995, 1, 0.9995, 1, 1, 0.9995, 1, 1, 0.999, 1, 1, 1, 1
0.0415, 0.0645, 0.0905, 0.098, 0.1275, 0.156, 0.1965, 0.2345, 0.257, 0.327, 0.3635, 0.3955, 0.4935, 0.5285, 0.601, 0.652, 0.697, 0.7575, 0.802, 0.83, 0.8785, 0.905, 0.9405, 0.99, 0.998, 0.9995, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.1115, 0.1245, 0.1755, 0.1945, 0.2385, 0.247, 0.3205, 0.382, 0.4295, 0.4725, 0.5195, 0.6005, 0.6195, 0.71, 0.7425, 0.7745, 0.825, 0.866, 0.895, 0.913, 0.954, 0.9635, 0.9925, 0.9975, 1, 0.9995, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.1815, 0.2225, 0.2695, 0.3315, 0.3595, 0.402, 0.468, 0.5295, 0.5495, 0.61, 0.668, 0.7235, 0.768, 0.822, 0.8435, 0.8885, 0.905, 0.9245, 0.9605, 0.9695, 0.9795, 0.9905, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.295, 0.3465, 0.3955, 0.4395, 0.492, 0.5455, 0.591, 0.646, 0.71, 0.7525, 0.7875, 0.821, 0.8735, 0.879, 0.9015, 0.9325, 0.9665, 0.965, 0.974, 0.984, 0.996, 0.9985, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.4315, 0.4665, 0.518, 0.568, 0.6155, 0.673, 0.737, 0.77, 0.818, 0.8525, 0.8675, 0.9085, 0.9255, 0.9485, 0.9595, 0.9705, 0.9795, 0.9835, 0.992, 0.998, 0.999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.5745, 0.617, 0.639, 0.699, 0.7555, 0.8015, 0.8215, 0.854, 0.8795, 0.9205, 0.9365, 0.9535, 0.9565, 0.97, 0.98, 0.9895, 0.993, 0.9935, 0.997, 1, 0.9995, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0.677, 0.7345, 0.781, 0.799, 0.8255, 0.87, 0.893, 0.924, 0.9275, 0.953, 0.9655, 0.968, 0.986, 0.986, 0.994, 0.9965, 0.996, 0.9985, 0.9995, 0.9995, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
